enc_class	enc_method	exp	kind	class	method	param	index	uri
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#Common.getPrimes#$@$#METHOD	com.rmd.personal.projecteuler.Common	getPrimes()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Common.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#y#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015	numberOfRoutes(int,int)	y	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#x#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015	numberOfRoutes(int,int)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY().containsKey#$@$#METHOD	java.util.Map	containsKey(java.lang.Object)	null	null	null
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015	getRoutesAvailableMappedByXY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY().get#$@$#METHOD	java.util.Map	get(java.lang.Object)	null	null	null
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015	getRoutesAvailableMappedByXY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.numberOfRoutes#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015	numberOfRoutes(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY().put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this.getRoutesAvailableMappedByXY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015	getRoutesAvailableMappedByXY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015#$@$#numberOfRoutes(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#getX()#$@$#x#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	x	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#getY()#$@$#y#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	y	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#this.x#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	x	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#x#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015$XYPair	XYPair(int,int)	x	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#this.y#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	y	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#XYPair(int,int)#$@$#y#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015$XYPair	XYPair(int,int)	y	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#other#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015$XYPair	equals(java.lang.Object)	other	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#other#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015$XYPair	equals(java.lang.Object)	other	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#other#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P015$XYPair	equals(java.lang.Object)	other	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this.getX#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getX()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#otherXy.getX#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getX()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this.getY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#otherXy.getY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this.getX#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getX()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#otherXy.getY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this.getY#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getY()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#equals(java.lang.Object)#$@$#otherXy.getX#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	getX()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#hashCode()#$@$#x#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	x	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#hashCode()#$@$#x#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	x	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#hashCode()#$@$#y#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	y	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P015$XYPair#$@$#hashCode()#$@$#y#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P015$XYPair	null	y	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P015.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this.getProblem().setNumberOfConsecutiveDigits#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	setNumberOfConsecutiveDigits(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008Test.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008Test.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForProvided()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForDefault()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForDefault()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForDefault()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForDefault()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008Test.java
com.rmd.personal.projecteuler.p1to19.P008Test#$@$#runReturnsCorrectlyForDefault()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008#$@$#P008()#$@$#this.setNumberOfConsecutiveDigits#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	setNumberOfConsecutiveDigits(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#P008()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#P008()#$@$#com.rmd.personal.projecteuler.p1to19.P008.DEFAULT_NUMBER_OF_CONSECUTIVE_DIGITS#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	DEFAULT_NUMBER_OF_CONSECUTIVE_DIGITS	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#getNumberOfConsecutiveDigits()#$@$#numberOfConsecutiveDigits#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	numberOfConsecutiveDigits	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#setNumberOfConsecutiveDigits(int)#$@$#this.numberOfConsecutiveDigits#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	numberOfConsecutiveDigits	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#setNumberOfConsecutiveDigits(int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#setNumberOfConsecutiveDigits(int)#$@$#numberOfConsecutiveDigits#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P008	setNumberOfConsecutiveDigits(int)	numberOfConsecutiveDigits	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#getDescription()#$@$#this.get1000DigitNumberAsString#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	get1000DigitNumberAsString()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#getDescription()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#com.rmd.personal.projecteuler.p1to19.P008.STRING_LENGTH#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	STRING_LENGTH	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this.getNumberOfConsecutiveDigits#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	getNumberOfConsecutiveDigits()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this.findProductOfConsecutiveDigits#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	findProductOfConsecutiveDigits(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this.get1000DigitNumberAsString().substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this.get1000DigitNumberAsString#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	get1000DigitNumberAsString()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
