enc_class	enc_method	exp	kind	class	method	param	index	uri
com.andreev.parking.logic.ParkingList#$@$#getInstence()#$@$#com.andreev.parking.logic.ParkingList$ParkingListHolder.PARKING_LIST#$@$#FIELD	com.andreev.parking.logic.ParkingList$ParkingListHolder	null	PARKING_LIST	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/ParkingList.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#generateParking#$@$#METHOD	com.andreev.parking.logic.generator.ParkingGenerator	generateParking(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#placePoolCount#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingGenerator	generateParkingList(int,int)	placePoolCount	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#LOG.info#$@$#METHOD	org.apache.log4j.Category	info(java.lang.Object)	null	null	null
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#com.andreev.parking.logic.generator.ParkingGenerator.LOG#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	LOG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#listSize#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingGenerator	generateParkingList(int,int)	listSize	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList()#$@$#generateParkingList#$@$#METHOD	com.andreev.parking.logic.generator.ParkingGenerator	generateParkingList(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList()#$@$#com.andreev.parking.logic.generator.ParkingGenerator.PARKING_LIST_SIZE#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	PARKING_LIST_SIZE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList()#$@$#com.andreev.parking.logic.generator.ParkingGenerator.MAX_PLACES_COUNT#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	MAX_PLACES_COUNT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateId()#$@$#com.andreev.parking.logic.generator.ParkingGenerator.idCount#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	idCount	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.model.factory.ParkingFactory#$@$#newParking(int)#$@$#parking.setId#$@$#METHOD	com.andreev.parking.model.Parking	setId(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Parking.java
com.andreev.parking.model.factory.ParkingFactory#$@$#newParking(int)#$@$#id#$@$#PARAMETER	com.andreev.parking.model.factory.ParkingFactory	newParking(int)	id	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingFactory.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#new ParkingGenerator().generateParkingList#$@$#METHOD	com.andreev.parking.logic.generator.ParkingGenerator	generateParkingList(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#ParkingList.getInstence().addParking#$@$#METHOD	com.andreev.parking.logic.ParkingList	addParking(java.util.List)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/ParkingList.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#ParkingList.getInstence#$@$#METHOD	com.andreev.parking.logic.ParkingList	getInstence()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/ParkingList.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#new CarGenerator().generateCars#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateCars(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#executer.execute#$@$#METHOD	com.andreev.parking.logic.CarExecuter	execute(java.util.List)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/CarExecuter.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#LOG.fatal#$@$#METHOD	org.apache.log4j.Category	fatal(java.lang.Object,java.lang.Throwable)	null	null	null
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#com.andreev.parking.controller.Runner.LOG#$@$#FIELD	com.andreev.parking.controller.Runner	null	LOG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/controller/Runner.java
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#LOG.fatal#$@$#METHOD	org.apache.log4j.Category	fatal(java.lang.Object,java.lang.Throwable)	null	null	null
com.andreev.parking.controller.Runner#$@$#main(java.lang.String[])#$@$#com.andreev.parking.controller.Runner.LOG#$@$#FIELD	com.andreev.parking.controller.Runner	null	LOG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/controller/Runner.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this.SIZE#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	SIZE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#places.size#$@$#METHOD	java.util.List	size()	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#places#$@$#PARAMETER	com.andreev.parking.model.CopyOfParkingPlacePool	CopyOfParkingPlacePool(java.util.List)	places	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this.SEMAPHORE#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	SEMAPHORE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#SIZE#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	SIZE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this.PLACES.addAll#$@$#METHOD	java.util.Collection	addAll(java.util.Collection)	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this.PLACES#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	PLACES	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#this#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#CopyOfParkingPlacePool(java.util.List)#$@$#places#$@$#PARAMETER	com.andreev.parking.model.CopyOfParkingPlacePool	CopyOfParkingPlacePool(java.util.List)	places	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#getParkingPlace(long)#$@$#SEMAPHORE.tryAcquire#$@$#METHOD	java.util.concurrent.Semaphore	tryAcquire(long,java.util.concurrent.TimeUnit)	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#getParkingPlace(long)#$@$#SEMAPHORE#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	SEMAPHORE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#getParkingPlace(long)#$@$#maxWaitMillis#$@$#PARAMETER	com.andreev.parking.model.CopyOfParkingPlacePool	getParkingPlace(long)	maxWaitMillis	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#getParkingPlace(long)#$@$#pollParkingPlace#$@$#METHOD	com.andreev.parking.model.CopyOfParkingPlacePool	pollParkingPlace()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#returnParkingPlace(com.andreev.parking.model.ParkingPlace)#$@$#PLACES.add#$@$#METHOD	java.util.Queue	add(E)	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#returnParkingPlace(com.andreev.parking.model.ParkingPlace)#$@$#PLACES#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	PLACES	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#returnParkingPlace(com.andreev.parking.model.ParkingPlace)#$@$#place#$@$#PARAMETER	com.andreev.parking.model.CopyOfParkingPlacePool	returnParkingPlace(com.andreev.parking.model.ParkingPlace)	place	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#returnParkingPlace(com.andreev.parking.model.ParkingPlace)#$@$#SEMAPHORE.release#$@$#METHOD	java.util.concurrent.Semaphore	release()	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#returnParkingPlace(com.andreev.parking.model.ParkingPlace)#$@$#SEMAPHORE#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	SEMAPHORE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#LOCK.lock#$@$#METHOD	java.util.concurrent.locks.Lock	lock()	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#LOCK#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	LOCK	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#PLACES.poll#$@$#METHOD	java.util.Queue	poll()	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#PLACES#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	PLACES	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#LOCK.unlock#$@$#METHOD	java.util.concurrent.locks.Lock	unlock()	null	null	null
com.andreev.parking.model.CopyOfParkingPlacePool#$@$#pollParkingPlace()#$@$#LOCK#$@$#FIELD	com.andreev.parking.model.CopyOfParkingPlacePool	null	LOCK	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/CopyOfParkingPlacePool.java
