enc_class	enc_method	exp	kind	class	method	param	index	uri
com.strategy.api.interpreter.InterpreterManager#$@$#scheduleInterpreter(java.lang.Thread)#$@$#scheduler.scheduleWithFixedDelay#$@$#METHOD	java.util.concurrent.ScheduledExecutorService	scheduleWithFixedDelay(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#cache#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	cache	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#color#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	color	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	p	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	q	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#i#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	i	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#pq.free#$@$#METHOD	net.sf.javabdd.BDD	free()	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#cache.restore#$@$#METHOD	com.strategy.api.logic.BddCache	restore(com.strategy.util.StoneColor,com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/BddCache.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#cache#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	cache	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#color#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	color	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	p	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	q	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#i#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	recursiveTransitiveClosure(int,com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	i	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#getDistantNodes#$@$#METHOD	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#i#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)	i	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#getDistantNodes#$@$#METHOD	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)	q	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#i#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)	i	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getIntermediateNodes(com.strategy.api.logic.Position,com.strategy.api.logic.Position,int)#$@$#ps.retainAll#$@$#METHOD	java.util.Set	retainAll(java.util.Collection)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#dist#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	dist	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p.getNeighbors#$@$#METHOD	com.strategy.api.logic.Position	getNeighbors()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#ns.add#$@$#METHOD	java.util.Set	add(E)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p.getNeighbors#$@$#METHOD	com.strategy.api.logic.Position	getNeighbors()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#board.isValidField#$@$#METHOD	com.strategy.api.board.Board	isValidField(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#getDistantNodes#$@$#METHOD	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#dist#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	dist	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#node.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p.getNeighbors().contains#$@$#METHOD	java.util.List	contains(java.lang.Object)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p.getNeighbors#$@$#METHOD	com.strategy.api.logic.Position	getNeighbors()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getDistantNodes(com.strategy.api.logic.Position,double)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getDistantNodes(com.strategy.api.logic.Position,double)#$@$#result.add#$@$#METHOD	java.util.Set	add(E)	null	null	null
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#board.getField#$@$#METHOD	com.strategy.api.board.Board	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#p.getRow#$@$#METHOD	com.strategy.api.logic.Position	getRow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getBDDForPosition(com.strategy.api.logic.Position)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#p.getCol#$@$#METHOD	com.strategy.api.logic.Position	getCol()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsRec	getBDDForPosition(com.strategy.api.logic.Position)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#fac#$@$#FIELD	com.strategy.havannah.logic.PathsRec	null	fac	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsRec.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#field.accept#$@$#METHOD	com.strategy.api.field.Field	accept(com.strategy.api.field.FieldVisitor)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/field/Field.java
com.strategy.havannah.logic.PathsRec#$@$#getBDDForPosition(com.strategy.api.logic.Position)#$@$#visitor.getBDD#$@$#METHOD	com.strategy.util.ColorDependingBDDFieldVisitor	getBDD()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/ColorDependingBDDFieldVisitor.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertFalse#$@$#METHOD	junit.framework.Assert	assertFalse(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertFalse#$@$#METHOD	junit.framework.Assert	assertFalse(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#PositionHexagon.get#$@$#METHOD	com.strategy.havannah.logic.PositionHexagon	get(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PositionHexagon.java
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#Assert.assertTrue#$@$#METHOD	junit.framework.Assert	assertTrue(boolean)	null	null	null
com.strategy.havannah.logic.PositionHexagonTest#$@$#test()#$@$#root.isNeighbour#$@$#METHOD	com.strategy.api.logic.Position	isNeighbour(com.strategy.api.logic.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this.fac#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	fac	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
