enc_class	enc_method	exp	kind	class	method	param	index	uri
net.katsuster.ememu.ui.Main#$@$#usage(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#jumpRel#$@$#METHOD	net.katsuster.ememu.generic.Stage	jumpRel(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst.getField#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#BitOp.signExt64#$@$#METHOD	net.katsuster.ememu.generic.BitOp	signExt64(long,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/BitOp.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getPC#$@$#METHOD	net.katsuster.ememu.generic.Stage	getPC()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeB2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#jumpRel#$@$#METHOD	net.katsuster.ememu.generic.Stage	jumpRel(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst.getField#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR().getTBit#$@$#METHOD	net.katsuster.ememu.arm.core.PSR	getTBit()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/PSR.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#setReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	setReg(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getPC#$@$#METHOD	net.katsuster.ememu.generic.Stage	getPC()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#setReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	setReg(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getPC#$@$#METHOD	net.katsuster.ememu.generic.Stage	getPC()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR().setTBit#$@$#METHOD	net.katsuster.ememu.arm.core.PSR	setTBit(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/PSR.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#BitOp.getBit32#$@$#METHOD	net.katsuster.ememu.generic.BitOp	getBit32(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/BitOp.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBlx2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#setPC#$@$#METHOD	net.katsuster.ememu.generic.Stage	setPC(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst.getField#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR().setTBit#$@$#METHOD	net.katsuster.ememu.arm.core.PSR	setTBit(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/PSR.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#BitOp.getBit32#$@$#METHOD	net.katsuster.ememu.generic.BitOp	getBit32(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/BitOp.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#executeBx(net.katsuster.ememu.arm.core.InstructionThumb,boolean)#$@$#setPC#$@$#METHOD	net.katsuster.ememu.generic.Stage	setPC(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#decinst.getInstruction#$@$#METHOD	net.katsuster.ememu.arm.core.Opcode	getInstruction()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/Opcode.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#decinst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	decinst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#decinst.getIndex#$@$#METHOD	net.katsuster.ememu.arm.core.Opcode	getIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/Opcode.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#decinst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	decinst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAnd#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAnd(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeEor#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeEor(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeLsl2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeLsl2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeLsr2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeLsr2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAsr2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAsr2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdc#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdc(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeSbc#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeSbc(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeRor#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeRor(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
